lada,ciudad,estado
588,Tenjay,Estado de México
588,Villa del Carbón,Estado de México
591,Nextlalpan,Estado de México
591,San Bartolo Cuautlalpan,Estado de México
591,San Juan Pueblo Nuevo,Estado de México
591,Santa María Cuevas (Cuevas),Estado de México
591,Tequixquiac,Estado de México
591,Zitlaltepec,Estado de México
591,Zumpango,Estado de México
592,Nopaltepec,Estado de México
592,Otumba,Estado de México
592,Oxtotipac,Estado de México
592,San Miguel Jaltepec,Estado de México
592,Santiago Tolman,Estado de México
592,Xala,Estado de México
593,Barrio La Cañada,Estado de México
593,Coyotepec,Estado de México
593,El Tajuelo,Estado de México
593,Huehuetoca,Estado de México
593,Jorobas,Estado de México
593,San Miguel Jaguey,Estado de México
593,Teoloyucan,Estado de México
594,Ampliación los Angeles,Estado de México
594,San Marcos Nepantla,Estado de México
594,San Martín de las Pirámides,Estado de México
594,Teotihuacán,Estado de México
594,Tepexpan,Estado de México
594,Tezoyuca,Estado de México
594,Xometla,Estado de México
595,Chiconcuac de Juárez,Estado de México
595,San Bernardino,Estado de México
595,San Bernardo Tlalmimilolpan,Estado de México
595,San Jerónimo Amanalco,Estado de México
595,San Miguel Tlaixpan,Estado de México
595,San Salvador Atenco,Estado de México
595,Santiago Cuautlalpan,Estado de México
595,Santo Tomás Apipilhuasco,Estado de México
595,Tepetitlán,Estado de México
595,Tepetlaoxtoc,Estado de México
595,Tequexquinahuac,Estado de México
595,Texcoco de Mora,Estado de México
596,Los Reyes Acozac,Estado de México
596,San Luis Tecuahutitlán,Estado de México
596,San Miguel Atlamajac,Estado de México
596,Temascalapa,Estado de México
597,Amecameca,Estado de México
597,Juchitepec,Estado de México
597,Nepantla de Sor Juana Inés de la Cruz,Estado de México
597,Ozumba,Estado de México
597,Pahuacan,Estado de México
597,San Andrés Tlalamac,Estado de México
597,San Rafael,Estado de México
597,Tenango del Aire,Estado de México
597,Tlalmanalco,Estado de México
599,Apaxco,Estado de México
599,Hueypoxtla,Estado de México
599,Jilotzingo,Estado de México
599,San Francisco Zacacalco,Estado de México
599,Santa María Ajoloapan,Estado de México
599,Tlapanaloya,Estado de México
711,El Oro,Estado de México
711,Santa Rosa de Lima,Estado de México
711,Santiago Oxtempan,Estado de México
712,Atlacomulco,Estado de México
712,Chosto de los Jarros,Estado de México
712,Ixtlahuaca,Estado de México
712,Jiquipilco,Estado de México
712,Jocotitlán,Estado de México
712,San Andrés Timilpan,Estado de México
712,San Bartolo Morelos,Estado de México
712,San Felipe del Progreso,Estado de México
712,San Francisco Cheje,Estado de México
712,San Jerónimo Ixtapantongo,Estado de México
712,San José del Rincón,Estado de México
712,San Lorenzo Malacota,Estado de México
712,San Miguel Tenochtitlán,Estado de México
712,San Pedro los Baños,Estado de México
712,San Sebastián Buenos Aires,Estado de México
712,Santa Cruz Tepexpan,Estado de México
712,Santiago Acutzilapan,Estado de México
712,Santiago Yeche,Estado de México
713,San Nicolás Tlazala,Estado de México
713,Santa Cruz Atizapán,Estado de México
713,Santiago Tianguistenco,Estado de México
713,Xalatlaco,Estado de México
714,Chalma,Estado de México
714,Joquicingo de León Guzmán,Estado de México
714,Malinalco,Estado de México
714,Ocuilán de Arteaga,Estado de México
714,San Juan Xochiaca,Estado de México
714,San Miguel,Estado de México
714,San Miguel Tecomatlan,Estado de México
714,San Simón El Alto,Estado de México
714,Santa María Aranza,Estado de México
714,Santa Martha,Estado de México
714,Santiago Oxtotitlán,Estado de México
714,Tenancingo,Estado de México
714,Villa Guerrero,Estado de México
714,Zumpahuacán,Estado de México
716,Almoloya de Alquisiras,Estado de México
716,Amatepec,Estado de México
716,El Cerro del Campo,Estado de México
716,El Salitre Palmarillos,Estado de México
716,Palmar Chico,Estado de México
716,San Francisco de Asís,Estado de México
716,San Pedro Limón,Estado de México
716,San Simón,Estado de México
716,San Simón de Guerrero,Estado de México
716,Santa Ana Zicatecoyan,Estado de México
716,Sultepec,Estado de México
716,Temascaltepec,Estado de México
716,Texcaltitlán,Estado de México
716,Tlatlaya,Estado de México
717,Atlatlahuca,Estado de México
717,San Antonio la Isla,Estado de México
717,San Miguel Balderas,Estado de México
717,Santa María Jajalpa,Estado de México
717,Tenango de Arista,Estado de México
718,Acambay,Estado de México
718,Aculco,Estado de México
718,Ahuacatitlán Centro,Estado de México
718,Arroyo Zarco,Estado de México
718,Ex-hacienda de Solís,Estado de México
718,La Loma,Estado de México
718,San Francisco Tepeolulco,Estado de México
718,San José Agostadero,Estado de México
718,San Lucas Totolmaloya,Estado de México
718,Santa Ana Matlabat,Estado de México
718,Santa María Canchesda,Estado de México
718,Santiago Coachochitlán,Estado de México
718,Temascalcingo,Estado de México
718,Tuxmadeje Grande (Santa María T),Estado de México
719,Jiquipilco El Viejo,Estado de México
719,San Francisco Xonacatlán,Estado de México
719,San Miguel Mimiapan,Estado de México
719,Santa Ana Jilotzingo,Estado de México
719,Santiago Tejocotillos (Tejocoti),Estado de México
719,Temoaya,Estado de México
719,Villa Cuauhtémoc,Estado de México
721,Ixtapan de la Sal,Estado de México
721,La Puerta de santiago,Estado de México
721,Tonatico,Estado de México
721,Zacualpan,Estado de México
722,Calimaya de Díaz González,Estado de México
722,Calixtlahuaca,Estado de México
722,Capardillas (Rancho Santa Lugarda),Estado de México
722,Colonia Agrícola Alvaro Obregón,Estado de México
722,El Cerrillo Piedras Blancas (El Cerrillo),Estado de México
722,Loma de San Luis Mextepec,Estado de México
722,Metepec,Estado de México
722,Mexicaltzingo,Estado de México
722,San Andrés Cuexcontitlán,Estado de México
722,San Juan de las Huertas,Estado de México
722,San Juan Tilapa,Estado de México
722,San Mateo Otzacatipan,Estado de México
722,San Miguel Zinacantepec,Estado de México
722,San Pablo Autopan,Estado de México
722,San Pedro Totoltepec,Estado de México
722,Tlachaloya,Estado de México
722,Toluca,Estado de México
723,Chiltepec de Hidalgo,Estado de México
723,Coatepec Harinas,Estado de México
723,Cochisquila,Estado de México
723,Ixtlahuaca de Villada,Estado de México
724,Almoloya de las Granadas,Estado de México
724,Bejucos,Estado de México
724,El Estanco,Estado de México
724,Hermiltepec (Peña Blanca),Estado de México
724,Luvianos,Estado de México
724,San Juan Acatitlán,Estado de México
724,San Miguel Ixtapan,Estado de México
724,Tejupilco de Hidalgo,Estado de México
725,Almoloya de Juárez,Estado de México
725,Cieneguillas,Estado de México
725,Mina México,Estado de México
725,San Francisco Tlalcilalcalpan,Estado de México
725,Santa María del Monte,Estado de México
726,Amanalco de Becerra,Estado de México
726,Colonia Dr. Gustavo Baz,Estado de México
726,Colorines,Estado de México
726,Ixtapan del Oro,Estado de México
726,Loma de Juárez,Estado de México
726,Otzoloapan,Estado de México
726,Rancho Avándaro,Estado de México
726,San Felipe Santiago,Estado de México
726,San Gaspar,Estado de México
726,San José Villa de Allende,Estado de México
726,San Juan Atezcapan,Estado de México
726,Santa María Pipioltepec,Estado de México
726,Tenantongo (Avándaro),Estado de México
726,Valle de Bravo,Estado de México
726,Villa Victoria,Estado de México
726,Zacazonapan,Estado de México
728,La Unidad Huitzizilapan,Estado de México
728,Lerma,Estado de México
728,Ocoyoacac,Estado de México
728,San Lorenzo Huitzizilapan,Estado de México
728,San Mateo Atenco,Estado de México
728,San Pedro Atlapulco,Estado de México
728,Santa María Tlalmimilolpan,Estado de México
728,Santa Mateo Atarasquillo,Estado de México
743,Santa María Aticpac,Estado de México
761,Calpulalpan,Estado de México
761,Canalejas,Estado de México
761,Jilotepec,Estado de México
761,San Francisco Soyaniquilpan,Estado de México
767,San Antonio del Rosario,Estado de México
55,"Álvaro Obregón",Ciudad de México
55,Azcapotzalco,Ciudad de México
55,Benito Juárez,Ciudad de México
55,Coyoacán,Ciudad de México
55,Cuajimalpa de Morelos,Ciudad de México
55,Cuauhtémoc,Ciudad de México
55,Gustavo A. Madero,Ciudad de México
55,Iztacalco,Ciudad de México
55,Iztapalapa,Ciudad de México
55,La Magdalena Contreras,Ciudad de México
55,Miguel Hidalgo,Ciudad de México
55,Parres (El Guarda),Ciudad de México
55,San Antonio Tecómitl,Ciudad de México
55,San Bartolome Xicomulco,Ciudad de México
55,San Juan Ixtayopan,Ciudad de México
55,San Lorenzo Acopilco,Ciudad de México
55,San Miguel Ajusco,Ciudad de México
55,San Miguel Topilejo,Ciudad de México
55,San Nicolás Tetelco,Ciudad de México
55,San Pablo Oztotepec,Ciudad de México
55,San Pedro Atocpan,Ciudad de México
55,Santa Catarina Yecahuitzotl,Ciudad de México
55,Tláhuac,Ciudad de México
55,Tlalpan,Ciudad de México
55,Venustiano Carranza,Ciudad de México
55,Villa Milpa Alta,Ciudad de México
55,Xochimilco,Ciudad de México
352,Cuevas de Morales,Guanajuato
411,Cañada de Caracheo,Guanajuato
411,Colonia 18 de Marzo,Guanajuato
411,Cortazar,Guanajuato
411,El Diezmo,Guanajuato
411,El Huizache,Guanajuato
411,El Salteador,Guanajuato
411,El Tigre,Guanajuato
411,Hacienda de la Bolsa (La Bolsa),Guanajuato
411,Jaral del Progreso,Guanajuato
411,Juan Lucas,Guanajuato
411,La Calera (El Canario),Guanajuato
411,La Mocha,Guanajuato
411,Loma de Zempoala,Guanajuato
411,Ochomitas,Guanajuato
411,Parangarico,Guanajuato
411,Providencia de Calera,Guanajuato
411,San Andres Enguaro,Guanajuato
411,San Isidro Culiacán,Guanajuato
411,San José de Gracia,Guanajuato
411,San José del Cerrito de Camargo,Guanajuato
411,San Pablo Casacuarán,Guanajuato
411,San Salvador Torrecillas,Guanajuato
411,Santa Mónica Ozumbil,Guanajuato
411,Santa Rosa,Guanajuato
411,Santiago Capitiro,Guanajuato
411,Sarabia,Guanajuato
411,Tierra Fría,Guanajuato
411,Valencia de Fuentes,Guanajuato
411,Villagrán,Guanajuato
411,Zapotitos,Guanajuato
412,Comonfort,Guanajuato
412,Emiliano Zapata,Guanajuato
412,Empalme Escobedo,Guanajuato
412,Franco Tavera,Guanajuato
412,Juventino Rosas,Guanajuato
412,Neutla,Guanajuato
412,Orduña de Arriba,Guanajuato
412,Pozos CD. Porfirio Díaz,Guanajuato
412,Rincón de Centeno,Guanajuato
412,San Antonio de Morales,Guanajuato
412,San José de Merino,Guanajuato
412,Santiago de Cuenda,Guanajuato
413,Apaseo el Alto,Guanajuato
413,Apaseo el Grande,Guanajuato
413,Belen,Guanajuato
413,Congregación de la Cruz (La Cue),Guanajuato
413,El Jocoque,Guanajuato
413,Ixtla,Guanajuato
413,La Cuevita,Guanajuato
413,La Norita,Guanajuato
413,Marroquín,Guanajuato
413,Obrajuelo,Guanajuato
413,Ojo de Agua de la Trinidad,Guanajuato
413,San Antonio Calichar,Guanajuato
413,San Bartolomé de Agua Caliente,Guanajuato
413,San Isidro de Gamboa,Guanajuato
413,San Juan del Llanito,Guanajuato
413,San Pedro Tenango El Nuevo,Guanajuato
413,San Pedro Tenango El Viejo,Guanajuato
415,Atotonilco,Guanajuato
415,Cerritos,Guanajuato
415,Corralejo de Arriba,Guanajuato
415,La Talega,Guanajuato
415,Los Frailes,Guanajuato
415,Los Rodríguez,Guanajuato
415,Nigromante,Guanajuato
415,Puerto Sosa,Guanajuato
415,Residencial Malanquin,Guanajuato
415,San Miguel de Allende,Guanajuato
415,Santas Marías,Guanajuato
417,Acámbaro,Guanajuato
417,Agua Caliente,Guanajuato
417,Andocutin,Guanajuato
417,Arroyo Colorado,Guanajuato
417,Chamácuaro,Guanajuato
417,El Maguey,Guanajuato
417,Iramuco,Guanajuato
417,Jaral del Refugio (El Jaral),Guanajuato
417,La Encarnación,Guanajuato
417,Loreto (Teresa),Guanajuato
417,Los Organos de Aba,Guanajuato
417,Nuevo Chupicuaro,Guanajuato
417,Obrajuelo,Guanajuato
417,Parácuaro,Guanajuato
417,San Diego de Alcalá,Guanajuato
417,San Juan Jaripeo,Guanajuato
417,San Mateo Tocuaro,Guanajuato
417,San Vicente Munguía,Guanajuato
418,Adjuntas del Río,Guanajuato
418,Cerrito de San Pablo,Guanajuato
418,Dolores Hidalgo,Guanajuato
418,La Sauceda,Guanajuato
418,Río Laja,Guanajuato
418,San Antonio El Gallinero,Guanajuato
418,San Diego de la Unión,Guanajuato
418,San Gabriel,Guanajuato
418,Santa Clara,Guanajuato
418,Santa Teresa,Guanajuato
418,Xoconoxtle el Grande,Guanajuato
419,Buenavistilla,Guanajuato
419,Doctor Mora,Guanajuato
419,El Capulín,Guanajuato
419,Jesús María,Guanajuato
419,Ojo de Agua del Refugio,Guanajuato
419,San José Iturbide,Guanajuato
419,San Sebastian del Salitre,Guanajuato
419,Santa Catarina,Guanajuato
419,Tierra Blanca,Guanajuato
419,Victoria,Guanajuato
419,Xichú,Guanajuato
421,Coroneo,Guanajuato
421,Estanzuela de Romero,Guanajuato
421,Jerécuaro,Guanajuato
421,Ojo de Agua de Mendoza,Guanajuato
421,Piedras de Lumbre,Guanajuato
421,Puruagua,Guanajuato
421,Salto de Peña,Guanajuato
421,San Lorenzo,Guanajuato
421,San Lucas,Guanajuato
421,San Pablo,Guanajuato
421,San Pedro de los Agustinos,Guanajuato
421,Tarandacuao,Guanajuato
428,El Carretón,Guanajuato
428,Jaral de Berrios,Guanajuato
428,La Escondida,Guanajuato
428,La Quemada,Guanajuato
428,Ocampo,Guanajuato
428,San Bartolo de Berrios,Guanajuato
428,"San Felipe, Guanajuato",Guanajuato
428,San José de los Barcos (Los Bar),Guanajuato
428,San Juan de Llanos,Guanajuato
428,San Pedro de Ibarra (Ibarra),Guanajuato
428,Santa Bárbara,Guanajuato
428,Santa Rosa,Guanajuato
429,Abasolo,Guanajuato
429,Cuerámaro,Guanajuato
429,El Varal,Guanajuato
429,Estación Joaquín,Guanajuato
429,Galera de la Grulla,Guanajuato
429,Huanimaro,Guanajuato
429,Huitzatarito,Guanajuato
429,La Joya de Calvillo,Guanajuato
429,La Lobera (El Riñón),Guanajuato
429,La Luz Masas,Guanajuato
429,La Nueva Esperanza,Guanajuato
429,La Presa de Uribe,Guanajuato
429,Labor de Peralta,Guanajuato
429,Loma de la Esperanza,Guanajuato
429,Los Otates,Guanajuato
429,Ojos de Agua,Guanajuato
429,Peralta,Guanajuato
429,Platanar,Guanajuato
429,Progreso de la Unión,Guanajuato
429,Pueblo Nuevo,Guanajuato
429,Rancho de Guadalupe (El Gato),Guanajuato
429,Rancho Nuevo de la Cruz,Guanajuato
429,San Cristóbal de Ayala (San Cristóbal),Guanajuato
429,San Gregorio,Guanajuato
429,San José de Ayala,Guanajuato
429,Tres villas,Guanajuato
429,Tupataro,Guanajuato
429,Yostiro de San Antonio,Guanajuato
429,Zapote de Peralta,Guanajuato
432,Calzada del Tepozán (El Tepozán),Guanajuato
432,El Jaguey,Guanajuato
432,Frías,Guanajuato
432,Gavia de Rivas,Guanajuato
432,Guayabo de Santa Rita,Guanajuato
432,La Calzada de la Merced,Guanajuato
432,La Sardina,Guanajuato
432,Las Liebres,Guanajuato
432,Manuel Doblado,Guanajuato
432,Mezquite Gordo,Guanajuato
432,Romita,Guanajuato
432,San José de Otates,Guanajuato
432,San Juan de la Puerta,Guanajuato
432,Santa Rosa de Rivas,Guanajuato
432,Zapote de Adjuntas,Guanajuato
438,San Juan Cerano,Guanajuato
442,Ameche,Guanajuato
442,Caleras de Ameche,Guanajuato
442,Mineral de San Pedro Pozos (Mineral de Pozos),Guanajuato
445,El Cerro,Guanajuato
445,El Derramadero,Guanajuato
445,Huahuemba,Guanajuato
445,La Barranca,Guanajuato
445,Moroleón,Guanajuato
445,Pamaseo,Guanajuato
445,Piñicuaro,Guanajuato
445,Sepio,Guanajuato
445,Uriangato,Guanajuato
445,Yuriria,Guanajuato
456,Cerro Colorado,Guanajuato
456,Copales,Guanajuato
456,El Perico,Guanajuato
456,El Tambor,Guanajuato
456,Guarapo,Guanajuato
456,La Compañía,Guanajuato
456,Magdalena de Araceo,Guanajuato
456,Puerta de Andaracua,Guanajuato
456,Rancho Nuevo de San Andrés,Guanajuato
456,Rancho Seco de Guantes,Guanajuato
456,Rincón de Alonso Sánchez,Guanajuato
456,Rincón de Parangueo,Guanajuato
456,Salitre de Aguilares,Guanajuato
456,San Diego Quiriceo,Guanajuato
456,San Nicólas Parangueo,Guanajuato
456,San Vicente de Garma (Garma),Guanajuato
456,Santa Bárbara,Guanajuato
456,Valle de Santiago,Guanajuato
461,Arreguín de Abajo,Guanajuato
461,Celaya,Guanajuato
461,El Fresno,Guanajuato
461,El Sauz (El Sauz de Villaseñor),Guanajuato
461,Estrada,Guanajuato
461,Juan Martín,Guanajuato
461,La Palmita,Guanajuato
461,Praderas de la Hacienda (Antillón),Guanajuato
461,Presa Blanca,Guanajuato
461,Rincón de Tamayo,Guanajuato
461,San Isidro de la Concepción,Guanajuato
461,San José de Guanajuato,Guanajuato
461,San José el Nuevo,Guanajuato
461,San Juan de la Vega,Guanajuato
461,San Miguel Octopan,Guanajuato
461,Teneria del Santuario,Guanajuato
461,Yustis,Guanajuato
462,Aldama,Guanajuato
462,Arandas,Guanajuato
462,Carrizal Grande,Guanajuato
462,Charco de Pantoja,Guanajuato
462,Cuchicuato,Guanajuato
462,Fraccionamiento Haciendas del C,Guanajuato
462,Guadalupe de Rivera,Guanajuato
462,Irapuato,Guanajuato
462,La Caja,Guanajuato
462,La Calera,Guanajuato
462,La Soledad[disambiguation needed],Guanajuato
462,Laguna Larga,Guanajuato
462,Las Cañas,Guanajuato
462,Las Jicamas,Guanajuato
462,Lo de Juárez,Guanajuato
462,Noria de Camarena,Guanajuato
462,Purísima de Temascatío de Arrib,Guanajuato
462,Rancho Guadalupe (El Ranchito),Guanajuato
462,Rancho San Javier (San Javier),Guanajuato
462,San Antonio de Mogotes,Guanajuato
462,San Antonio El Rico,Guanajuato
462,San Nicolás Temascatío,Guanajuato
462,San Roque,Guanajuato
462,San Vicente,Guanajuato
462,Tomelopitos,Guanajuato
462,Valencianita,Guanajuato
462,Villas de Irapuato,Guanajuato
464,Barrón,Guanajuato
464,Callejones y Granados,Guanajuato
464,Cardenas,Guanajuato
464,Cerro Gordo (San Rafael),Guanajuato
464,El Recuerdo de Ancon,Guanajuato
464,La Ordeña,Guanajuato
464,La Palma,Guanajuato
464,La Tinaja,Guanajuato
464,Labor de Valtierra,Guanajuato
464,Loma Pelada,Guanajuato
464,Los Prietos (El Cajón),Guanajuato
464,Oteros,Guanajuato
464,Salamanca,Guanajuato
464,San José de Mendoza,Guanajuato
464,San José Temascatio,Guanajuato
464,San Vicente de Flores,Guanajuato
464,Santo Domingo,Guanajuato
464,Valtierrilla,Guanajuato
466,Cupareo,Guanajuato
466,El Sabino,Guanajuato
466,Galera de Panales (Panales),Guanajuato
466,Huapango,Guanajuato
466,La Estancia de San José del Carmen,Guanajuato
466,La Luz,Guanajuato
466,La Moncada,Guanajuato
466,La Quemada,Guanajuato
466,Llano Grande,Guanajuato
466,Los Fierros,Guanajuato
466,Maravatio del Encinal,Guanajuato
466,Ojo de Agua de Ballesteros,Guanajuato
466,Salvatierra,Guanajuato
466,San Miguel Emenguaro,Guanajuato
466,San Nicolás de la Condesa,Guanajuato
466,San Nicolás de los Agustinos,Guanajuato
466,San Pablo Pejo (San Pablo),Guanajuato
466,San Pedro de los Naranjos,Guanajuato
466,Santiago Maravatío,Guanajuato
466,Tarimoro,Guanajuato
468,Covadonga,Guanajuato
468,Crucero San Luis de la Paz,Guanajuato
468,Fraccion de Lourdes (Lourdes),Guanajuato
468,San Luis de la Paz,Guanajuato
469,Aratzipu,Guanajuato
469,Buenavista de Cortés,Guanajuato
469,Colonia Morelos,Guanajuato
469,Corralejo de Hidalgo,Guanajuato
469,Cruces de Rojas,Guanajuato
469,El Mármol,Guanajuato
469,Estación Pénjamo,Guanajuato
469,Huandarillo (Guandarillo),Guanajuato
469,La Atarjea,Guanajuato
469,La Cal Grande,Guanajuato
469,La Calle,Guanajuato
469,La Estancia del Refugio,Guanajuato
469,Laguna Larga de Cortes,Guanajuato
469,Lagunillas,Guanajuato
469,Los Ocotes,Guanajuato
469,Magallanes,Guanajuato
469,Ordeñita de Barajas (Ordeña de Barajas),Guanajuato
469,Palo Alto de Abajo,Guanajuato
469,Palo Verde,Guanajuato
469,Pénjamo,Guanajuato
469,Potreros,Guanajuato
469,San Felipe (El Chilarillo),Guanajuato
469,San Gabriel (San Gabriel y San Ignacio),Guanajuato
469,Tacubaya,Guanajuato
469,Zapote de Cestau,Guanajuato
472,Aguas Buenas,Guanajuato
472,Bajío de Bonillas,Guanajuato
472,Chichimequillas,Guanajuato
472,Comanjilla,Guanajuato
472,Exhacienda de Trejo,Guanajuato
472,La Aldea,Guanajuato
472,Los Rodríguez,Guanajuato
472,Nuevo México,Guanajuato
472,Paxtle,Guanajuato
472,Silao,Guanajuato
473,Arperos,Guanajuato
473,Cañada de Bustos,Guanajuato
473,Guanajuato,Guanajuato
473,La Luz Mineral de la Luz,Guanajuato
473,Llanitos de Santa Ana,Guanajuato
473,Los Lorenzos,Guanajuato
473,Marfil,Guanajuato
473,Puentecillas,Guanajuato
473,San José de Llanos,Guanajuato
473,Santa Fe de Guadalupe (La Sauce),Guanajuato
473,Santa Rosa de Lima,Guanajuato
473,Santa Teresa,Guanajuato
473,Yerbabuena,Guanajuato
476,aguey,Guanajuato
476,Cañada de Negros,Guanajuato
476,Dolores,Guanajuato
476,El Nacimiento,Guanajuato
476,El Tecolote,Guanajuato
476,El Toro,Guanajuato
476,Guadalupe de Jalpa,Guanajuato
476,Jalpa de Canovas,Guanajuato
476,Jesús del Monte (El Talayote),Guanajuato
476,Loma de San Rafael,Guanajuato
476,Peñuelas,Guanajuato
476,Potrerillos (Guanajal),Guanajuato
476,Purísima de Bustos,Guanajuato
476,San Cristóbal (El Cerrito),Guanajuato
476,San Francisco del Rincón,Guanajuato
476,San Ignacio de Hidalgo (San Ign),Guanajuato
476,San Isidro,Guanajuato
476,San Jerónimo,Guanajuato
476,San Roque de Montes (San Roque),Guanajuato
476,Sauz de Armenta,Guanajuato
476,Silva,Guanajuato
477,Álvaro Obregón,Guanajuato
477,Barretos,Guanajuato
477,Duarte,Guanajuato
477,El Ramillete,Guanajuato
477,Lagunillas (Mpio. León),Guanajuato
477,Las Hilamas (El Piedrero),Guanajuato
477,León,Guanajuato
477,Los Ramirez,Guanajuato
477,Los Sauces,Guanajuato
477,Loza de los Padres,Guanajuato
477,Medina,Guanajuato
477,Nuevo Valle de Moreno,Guanajuato
477,Plan de Ayala (Santa Rosa),Guanajuato
477,Plan Guanajuato (La Sandía),Guanajuato
477,San José de los Sapos (Santa El),Guanajuato
477,San Juan de Otates,Guanajuato
477,San Judas,Guanajuato
721,Pilcaya,Guerrero
721,Tetipac,Guerrero
727,Atenango del Río,Guerrero
727,Buenavista de Cuéllar,Guerrero
727,Chaucingo,Guerrero
727,Copalillo,Guerrero
727,Huitzuco,Guerrero
727,Paso Morelos (Cuetlajuchi),Guerrero
727,Quetzalapa,Guerrero
727,Tlaxmalac,Guerrero
727,Tulimán,Guerrero
727,Zacapalco,Guerrero
732,Acuchillán del Progreso,Guerrero
732,Arcelia,Guerrero
732,Arroyo Grande,Guerrero
732,Changata,Guerrero
732,Cutzamala de Pinzón,Guerrero
732,El Escondido,Guerrero
732,Nuevo Galeana,Guerrero
732,Presa Palos Altos,Guerrero
732,San José Poliutla,Guerrero
732,San Miguel Totolapan,Guerrero
732,Santa Ana del Aguila,Guerrero
732,Tamácuaro,Guerrero
732,Tlalchapa,Guerrero
732,Tlapehuala,Guerrero
732,Villa Hidalgo (El Cubo),Guerrero
732,Villa Nicolás Bravo,Guerrero
732,Zacapuato,Guerrero
733,Ahuehuepan,Guerrero
733,Coacoyula de Alvarez,Guerrero
733,El Crucero de Pololcingo,Guerrero
733,El Naranjo,Guerrero
733,Iguala,Guerrero
733,Maxela,Guerrero
733,Mayanalán,Guerrero
733,Mezcala,Guerrero
733,Sabana Grande,Guerrero
733,San Juan Tetelcingo,Guerrero
733,San Miguel Tecuixiapan,Guerrero
733,San Vicente Palapa,Guerrero
733,Santa Teresa,Guerrero
733,Tepecoacuilco de Trujano,Guerrero
733,Tonalapa del Sur,Guerrero
733,Tuxpan,Guerrero
733,Zacacoyuca,Guerrero
736,Acapetlahuaya,Guerrero
736,Acatempan,Guerrero
736,Apaxtla de Castrejón,Guerrero
736,Apipilulco,Guerrero
736,Chilacachapa,Guerrero
736,Cocula,Guerrero
736,Cuetzala del Progreso,Guerrero
736,Ixcapuzalco,Guerrero
736,Ixcateopan de Cuauhtémoc,Guerrero
736,Los Sauces,Guerrero
736,Nuevo Balsas,Guerrero
736,Oxtotitlán,Guerrero
736,San Martín Pachivia,Guerrero
736,Teloloapan,Guerrero
736,Tlacotepec,Guerrero
741,Acatepec,Guerrero
741,Azoyu,Guerrero
741,Cochoapa,Guerrero
741,Comaltepec (Comal),Guerrero
741,Copala,Guerrero
741,Cuajinicuilapa,Guerrero
741,Cuanacastitlan,Guerrero
741,El Pitahayo,Guerrero
741,Huajintepec,Guerrero
741,Huehuetán,Guerrero
741,Huixtepec,Guerrero
741,Igualapa,Guerrero
741,Juchitán,Guerrero
741,Maldonado,Guerrero
741,Marquelia,Guerrero
741,Ojo de Agua (Las Salinas),Guerrero
741,Ometepec,Guerrero
741,Quetzalapa,Guerrero
741,San Juan de los Lanos,Guerrero
741,San Luis Acatlán,Guerrero
741,San Nicolás,Guerrero
741,Santa María Asunción,Guerrero
741,Tlacoachistlahuaca,Guerrero
741,Xochistlahuaca,Guerrero
741,Yoloxochitl,Guerrero
742,Atoyac de Álvarez,Guerrero
742,Coyuquilla Norte,Guerrero
742,El Ciruelar,Guerrero
742,El Paraíso,Guerrero
742,El Suchil,Guerrero
742,Nuxco,Guerrero
742,Papanoa,Guerrero
742,San Luis de la Loma,Guerrero
742,Tecpán de Galeana,Guerrero
742,Tenexpa,Guerrero
742,Tetitlán,Guerrero
742,Zacualpan,Guerrero
744,Acapulco,Guerrero
744,Amatillo,Guerrero
744,Barra Vieja,Guerrero
744,Dos Arroyos,Guerrero
744,Ejido Nuevo,Guerrero
744,Kilometro 21,Guerrero
744,Kilometro 30,Guerrero
744,La Providencia,Guerrero
744,Los Mogotes,Guerrero
744,Luces del Mar,Guerrero
744,San Pedro las Playas,Guerrero
744,Texca,Guerrero
744,Xaltianguis,Guerrero
745,Ayutla de los Libres,Guerrero
745,Colotepec,Guerrero
745,Cruz Grande,Guerrero
745,Cruz Quemada,Guerrero
745,El Ocotito,Guerrero
745,La Azozuca,Guerrero
745,Las Cruces,Guerrero
745,Las Mesas,Guerrero
745,Las Vigas,Guerrero
745,Llano Grande,Guerrero
745,San Juan del Reparo (San Juan D),Guerrero
745,San Marcos,Guerrero
745,Tecoanapa,Guerrero
745,Tierra Colorada,Guerrero
747,Chichihualco,Guerrero
747,Chilpancingo,Guerrero
747,El Palmar,Guerrero
747,Las Petaquillas,Guerrero
747,Mazatlán,Guerrero
747,Palo Blanco,Guerrero
747,Xochipala,Guerrero
747,Zumpango del Río,Guerrero
753,Petacalco,Guerrero
754,Apango,Guerrero
754,Atliaca,Guerrero
754,Mochitlán,Guerrero
754,Tixtla,Guerrero
755,Coacoyul,Guerrero
755,Ixtapa Zihuatanejo,Guerrero
755,La Unión,Guerrero
755,Lagunillas,Guerrero
755,Los Achotes,Guerrero
755,Troncones (Emiliano Zapata),Guerrero
755,Zihuatanejo,Guerrero
756,Ahuacuotzingo,Guerrero
756,Atlixtac,Guerrero
756,Chilapa,Guerrero
756,Colotlipa,Guerrero
756,Olinalá,Guerrero
756,Pochahuizco,Guerrero
756,Quechultenango,Guerrero
756,Temalacatzingo,Guerrero
756,Zitlala,Guerrero
757,Alcozauca de Guerrero,Guerrero
757,Alpoyeca,Guerrero
757,Copanatoyac,Guerrero
757,Cualac,Guerrero
